,0,1,2,3,4,5
188,14.759865268790808,-2.4776169508074606,-1.8959736300801033,729.1978750667744,0.8653881603970053,-1.6877914037827806
288,-1.7076283628799707,1.1650067825982053,5.358559877546098,1397.920737705634,-0.07786497985907204,-0.9162120933491509
388,-2.689297579907092,13.307512346606984,1.300230360523531,322.0864539924003,-2.7216232867358325,-0.7675204412912717
488,-2.8032602832552858,7.729231380465409,-2.7990777850439614,-2.6550466400048833,-4.551916957243,-4.018876925144079
368,2.0510136261437104,4065.8306669618437,-1.8722737401707952,11.722813191389912,45.44682245283602,118.4122834848724
88,37.968257005041444,-2.5733146867322474,-2.63913937889646,-1.8149677320055109,-4.3122190198059505,-3.8773120240250947
268,81.52827501591426,57.03724962509041,31.312207439667247,14173.944745439581,645.4925198821184,468.99997250930795
168,4693.285279919267,4.952714418891489,-2.0038605659636244,44.4040585318443,82.0991080918234,27.273745878496456
148,4670.957299857412,0.39003295756138856,70.16274764690135,29.708475151389358,52.40039321019141,132.35878134883563
48,345.27139701109525,-1.1786918874431056,-2.2352285065392765,-0.33064761492321937,-4.133153118753724,-2.9784324666343327
248,271.63722362522884,177.0814099546633,644.7811586768312,23617.81765763544,981.6757961136761,1416.6967061595285
468,-2.1602873244667213,365.28859766811485,-2.669238697883695,-2.7162067203843385,-3.575284117819311,-2.305418145518751
68,387.6969494617664,-2.562726673759581,-2.564745651570088,0.8021021157166044,-3.088336803737068,0.5902036058573716
348,-1.0091676182354625,5479.628856262699,61.62309917280777,62.142845416482636,32.961791615363694,-2.464596897515262
448,-2.107940622222325,469.2689425902094,0.015384064514431195,0.26971798551047854,-3.9506921532623576,-0.22269694034114007
228,717.3348409801222,817.9297038339482,1737.1099560657467,31899.115831026284,4558.701941660017,3043.6757098377616
128,8907.389439996981,0.6600916605812719,30.8673189026223,229.23520008057017,206.38293002673015,115.34130946773254
328,5.756358113515497,8776.2086884977,55.80008362702053,87.79388607549285,158.9472548277126,55.45221273055739
428,3.741760109620551,645.5728690809152,-2.0997707795553606,5.596738501845945,-3.9768545458494318,-3.7655530650634925
